Start,End,AUC,PC,Limbs,SIB
2024-03-28 03:41:18.207829714,2024-03-28 03:41:19.887829542,0.01679036762141682,,{'RL'},1
2024-03-28 03:43:59.917829514,2024-03-28 03:44:01.427829504,0.026465588813368923,,"{'RL', 'T'}",1
2024-03-28 03:45:19.267829418,2024-03-28 03:45:19.577829599,0.013719380188682134,,{'RL'},1
2024-03-28 03:46:30.137829542,2024-03-28 03:46:32.697829485,0.02879026467115472,,{'RL'},1
2024-03-28 03:46:52.227829695,2024-03-28 03:46:53.477829695,0.02401777597551664,,"{'RL', 'LL'}",1
2024-03-28 03:47:30.957829714,2024-03-28 03:47:32.467829704,0.011774884831714608,,{'RL'},1
2024-03-28 03:48:27.997829437,2024-03-28 03:48:29.723146915,0.07157298933604848,,"{'RL', 'T', 'LL', 'LW'}",1
2024-03-28 03:49:54.907829523,2024-03-28 03:49:56.267829418,0.009666923554360987,,{'RL'},1
2024-03-28 03:50:33.767829418,2024-03-28 03:50:36.347829580,0.04500757016202267,,"{'RL', 'T'}",1
2024-03-28 03:51:00.127829552,2024-03-28 03:51:01.737829447,0.03880812317329782,,{'RL'},1
2024-03-28 03:51:23.853146791,2024-03-28 03:51:25.213146925,0.01643478524218658,,{'LW'},1
2024-03-28 03:51:35.437829494,2024-03-28 03:51:37.323146820,0.08779103370411726,,"{'RL', 'T', 'LL', 'LW'}",1
2024-03-28 03:53:05.073146820,2024-03-28 03:53:05.443146944,0.017732483404629545,,{'LW'},1
2024-03-28 03:53:11.133146763,2024-03-28 03:53:41.177829504,18.704659898096068,38.19160046689342,"{'RL', 'LL', 'LW', 'RW', 'T'}",1
2024-03-28 03:58:42.853146791,2024-03-28 03:58:44.833146811,0.05974849135271401,,{'LW'},1
2024-03-28 03:58:54.507829428,2024-03-28 03:58:56.427829504,0.009752668057811428,,{'RL'},1
2024-03-28 04:01:01.917147160,2024-03-28 04:01:03.507147074,0.012795951160952501,,{'T'},1
2024-03-28 04:01:06.635855675,2024-03-28 04:01:09.455855608,0.04449964699993363,,"{'RL', 'LL'}",1
2024-03-28 04:02:27.573146820,2024-03-28 04:02:28.983146906,0.021376379570907898,,{'LW'},1
2024-03-28 04:04:32.923146963,2024-03-28 04:04:35.093146801,0.5326196507345798,,{'LW'},1
2024-03-28 04:04:44.383106709,2024-03-28 04:04:46.133106708,0.1400565890049617,,{'RW'},1
2024-03-28 04:05:09.637829542,2024-03-28 04:05:10.657829523,0.012410273027864802,,{'RL'},1
2024-03-28 04:06:48.243146896,2024-03-28 04:06:49.763146877,0.042187994114941764,,{'LW'},1
2024-03-28 04:07:48.365855694,2024-03-28 04:07:50.167147160,0.05837915268459391,,"{'RL', 'T', 'LL'}",1
2024-03-28 04:10:48.913146973,2024-03-28 04:11:02.985855579,7.712600456286861,11.98834653549045,"{'RL', 'LL', 'LW', 'RW', 'T'}",1
2024-03-28 04:11:20.633106709,2024-03-28 04:11:22.843106508,0.1013253411026103,,{'RW'},1
2024-03-28 04:13:29.873146772,2024-03-28 04:13:31.903146982,0.12501401535170087,,{'LW'},1
2024-03-28 04:17:55.487829447,2024-03-28 04:17:58.187829494,0.08994256491084165,,"{'RL', 'LL'}",1
2024-03-28 04:27:29.927147150,2024-03-28 04:27:48.223106623,4.865352856641035,,"{'RL', 'LL', 'LW', 'RW', 'T'}",1
2024-03-28 04:34:50.685855627,2024-03-28 04:34:51.957829714,0.02078665234617192,,"{'RL', 'LL'}",1
2024-03-28 04:45:53.983146906,2024-03-28 04:45:58.337147236,0.600591104101434,,"{'RL', 'T', 'LW'}",1
2024-03-28 04:46:58.797147036,2024-03-28 04:47:00.657147169,0.011347398625156442,,{'T'},1
2024-03-28 04:47:06.377829552,2024-03-28 04:47:20.737147093,1.3760166278068087,,"{'RL', 'LL', 'LW', 'RW', 'T'}",1
2024-03-28 04:53:53.433146954,2024-03-28 04:53:54.895855665,0.053383203289920425,,"{'RL', 'RW', 'LL', 'LW'}",1
2024-03-28 04:59:26.257829428,2024-03-28 04:59:28.007147074,0.111501587629062,,"{'RL', 'T', 'LL'}",1
2024-03-28 04:59:28.123106480,2024-03-28 04:59:28.653106689,0.01744621214318445,,{'RW'},1
2024-03-28 05:01:16.905855656,2024-03-28 05:01:20.017829418,0.22103996066458648,,"{'RL', 'LL', 'LW', 'RW', 'T'}",1
2024-03-28 05:05:55.177147150,2024-03-28 05:05:59.443106890,0.10694075276178784,,"{'T', 'RW'}",1
2024-03-28 05:05:59.617829561,2024-03-28 05:06:01.227829695,0.03574752547118719,,"{'RL', 'LL'}",1
2024-03-28 05:06:09.863106489,2024-03-28 05:06:21.467147112,5.188740998283226,23.010593699401426,"{'RL', 'LL', 'LW', 'RW', 'T'}",1
2024-03-28 05:11:29.027829409,2024-03-28 05:11:30.867829561,0.010579250766393915,,{'RL'},1
2024-03-28 05:14:26.143106699,2024-03-28 05:14:30.063106298,0.10190344262030798,,{'RW'},1
2024-03-28 05:14:30.393146992,2024-03-28 05:14:32.283146858,0.014713635144616209,,{'LW'},1
2024-03-28 05:15:07.537829399,2024-03-28 05:15:10.277829409,0.06087377411006019,,"{'RL', 'RW', 'LL'}",1
2024-03-28 05:16:54.775855541,2024-03-28 05:16:57.043146849,0.5471632380616558,,"{'RL', 'LL', 'LW', 'RW', 'T'}",0
2024-03-28 05:17:45.833146811,2024-03-28 05:18:03.317829609,13.0941459827785,72.50577413496693,"{'RL', 'LL', 'LW', 'RW', 'T'}",0
2024-03-28 05:19:48.007829427,2024-03-28 05:19:50.995855570,0.21543456451174153,,"{'RL', 'RW', 'LL', 'LW'}",1
2024-03-28 05:20:44.515855551,2024-03-28 05:20:46.787829399,0.13972515667476249,,"{'RL', 'T', 'LL', 'LW'}",1
2024-03-28 05:22:00.667829514,2024-03-28 05:22:03.945855618,0.14001033913520355,,"{'RL', 'LL', 'LW', 'RW', 'T'}",1
2024-03-28 05:22:43.323146820,2024-03-28 05:22:43.543146849,0.02694979648728161,,{'LW'},1
2024-03-28 05:23:08.515855551,2024-03-28 05:23:10.633146763,0.12134493201470326,,"{'RL', 'RW', 'LL', 'LW'}",1
2024-03-28 05:24:32.235855579,2024-03-28 05:24:36.415855646,0.06411053661351968,,"{'RL', 'LL'}",1
2024-03-28 05:24:56.287829399,2024-03-28 05:24:59.727829695,0.09129573164605749,,"{'RL', 'RW', 'LL'}",1
2024-03-28 05:25:40.035855532,2024-03-28 05:25:40.895855665,0.009866241211690321,,{'LL'},1
2024-03-28 05:26:11.835855484,2024-03-28 05:26:14.427147150,0.4058586913166786,,"{'RL', 'LL', 'LW', 'RW', 'T'}",1
2024-03-28 05:26:26.457829714,2024-03-28 05:26:27.863106489,0.09761960523491335,,"{'RL', 'LL', 'LW', 'RW', 'T'}",1
2024-03-28 05:26:42.743146896,2024-03-28 05:26:44.193146944,0.22310314823531488,,{'LW'},1
2024-03-28 05:26:44.935855627,2024-03-28 05:26:45.535855532,0.010013204237840436,,{'LL'},1
2024-03-28 05:27:35.325855494,2024-03-28 05:27:36.755855560,0.01581644891263307,,{'LL'},1
2024-03-28 05:28:08.697829485,2024-03-28 05:28:10.807147026,0.032098086129007095,,"{'RL', 'T', 'LL'}",1
2024-03-28 05:28:46.033106564,2024-03-28 05:28:47.463106632,0.017296592589223926,,{'RW'},1
2024-03-28 05:29:59.663146973,2024-03-28 05:30:01.613146782,0.01435390285780351,,{'LW'},1
2024-03-28 05:30:19.947829485,2024-03-28 05:30:24.065855502,0.18483275156666282,,"{'RL', 'LL', 'LW'}",1
2024-03-28 05:31:09.035855532,2024-03-28 05:31:12.143146992,0.1756881318723418,,"{'LL', 'LW'}",1
2024-03-28 05:32:59.457829714,2024-03-28 05:33:01.863146782,0.27920953903488754,,"{'RL', 'RW', 'LL', 'LW'}",1
2024-03-28 05:33:37.575855494,2024-03-28 05:33:38.835855484,0.022188579274113017,,"{'RL', 'LL'}",1
2024-03-28 05:34:48.733146906,2024-03-28 05:34:50.143146992,0.01708300978062357,,{'LW'},1
2024-03-28 05:37:55.763146877,2024-03-28 05:37:58.073146820,0.04430951620874028,,{'LW'},1
2024-03-28 05:41:22.663106918,2024-03-28 05:41:43.077829599,7.2741704564060745,76.00599674957176,"{'RL', 'LL', 'LW', 'RW', 'T'}",0
2024-03-28 05:44:41.543106556,2024-03-28 05:45:07.795855522,18.405435281824552,23.228637695180655,"{'RL', 'LL', 'LW', 'RW', 'T'}",0
2024-03-28 06:02:37.477829695,2024-03-28 06:02:39.577147007,0.04677602486871328,,"{'RL', 'T', 'RW'}",1
2024-03-28 06:24:50.273146868,2024-03-28 06:25:09.717829704,7.970368081528388,,"{'RL', 'LL', 'LW', 'RW', 'T'}",0
2024-03-28 06:25:56.653146982,2024-03-28 06:25:58.867147207,0.04275363150299565,,"{'T', 'RW', 'LW'}",0
2024-03-28 06:26:34.567147017,2024-03-28 06:26:36.763106585,0.0235019364722605,,"{'T', 'RW'}",0
2024-03-28 06:26:42.503106594,2024-03-28 06:27:03.465855598,14.011572097394561,23.74482670193143,"{'RL', 'LL', 'LW', 'RW', 'T'}",0
2024-03-28 06:27:17.285855532,2024-03-28 06:27:18.565855503,0.010274378208397099,,{'LL'},0
2024-03-28 06:28:08.365855694,2024-03-28 06:28:09.605855703,0.010758508903690837,,{'LL'},0
2024-03-28 06:28:49.893146992,2024-03-28 06:29:06.495855570,4.004159870998854,12.3669284886915,"{'RL', 'LL', 'LW', 'RW', 'T'}",0
2024-03-28 06:29:16.355855703,2024-03-28 06:29:21.065855502,0.11718738870762097,,"{'RL', 'LL'}",1
2024-03-28 06:30:54.935855627,2024-03-28 06:30:55.975855589,0.013724805999203407,,{'LL'},1
2024-03-28 06:33:54.547147036,2024-03-28 06:33:57.787147045,0.09233432854635823,,"{'T', 'RW'}",1
2024-03-28 06:35:44.683146954,2024-03-28 06:35:46.487829447,0.11360043936593944,,"{'RL', 'LL', 'LW'}",1
2024-03-28 06:35:51.635855675,2024-03-28 06:36:08.353106499,8.386200638338373,91.11794447785702,"{'RL', 'LL', 'LW', 'RW', 'T'}",1
2024-03-28 06:38:22.727829695,2024-03-28 06:38:23.977829695,0.03058317620436977,,{'RL'},1
2024-03-28 06:39:38.245855570,2024-03-28 06:39:39.065855502,0.030746154342256186,,"{'RL', 'LL'}",1
2024-03-28 06:39:56.863146782,2024-03-28 06:39:57.843146801,0.02944195430384906,,{'LW'},1
2024-03-28 06:40:33.835855484,2024-03-28 06:40:39.787829399,1.1014937236061426,,"{'RL', 'LL', 'LW', 'RW', 'T'}",1
2024-03-28 06:42:27.237829447,2024-03-28 06:42:28.987829447,0.013266662821597636,,{'RL'},1
2024-03-28 06:42:46.397829533,2024-03-28 06:42:48.215855598,0.0436120297997962,,"{'RL', 'RW', 'LL'}",1
2024-03-28 06:44:19.473146915,2024-03-28 06:44:23.773146868,1.0245036428841343,,"{'RL', 'LL', 'LW', 'RW', 'T'}",0
2024-03-28 06:44:38.357829571,2024-03-28 06:44:39.437829494,0.014784932194187543,,{'RL'},0
2024-03-28 06:45:43.193146944,2024-03-28 06:45:46.143146992,0.8974340578830949,,"{'T', 'RW', 'LW'}",0
2024-03-28 06:46:13.235855579,2024-03-28 06:46:14.823106289,0.03644690562403296,,"{'RW', 'LL'}",0
2024-03-28 06:46:29.283146858,2024-03-28 06:46:44.667829514,8.01803215736957,60.15914058408581,"{'RL', 'LL', 'LW', 'RW', 'T'}",0
2024-03-28 06:46:56.783146858,2024-03-28 06:46:57.463146925,0.023245968903248978,,{'LW'},1
2024-03-28 06:47:04.753146887,2024-03-28 06:47:05.833146811,0.02429340189998954,,{'LW'},1
2024-03-28 06:47:57.047829390,2024-03-28 06:47:59.967829704,0.06920705061382865,,"{'RL', 'T', 'LL'}",1
2024-03-28 06:48:19.675855637,2024-03-28 06:48:21.705855608,0.009807603759940633,,{'LL'},1
2024-03-28 06:48:34.827829599,2024-03-28 06:48:35.577829599,0.01547912473383662,,{'RL'},1
2024-03-28 06:48:43.147829533,2024-03-28 06:48:45.137829542,0.026167630714095957,,{'RL'},1
2024-03-28 06:48:45.925855637,2024-03-28 06:48:55.373106480,0.20054023611780647,,"{'T', 'RW', 'LL', 'LW'}",1
2024-03-28 06:49:02.855855703,2024-03-28 06:49:04.695855618,0.01864785035141486,,{'LL'},1
2024-03-28 06:49:07.263146877,2024-03-28 06:49:08.543146849,0.01985054493318617,,{'LW'},1
2024-03-28 06:50:01.933146954,2024-03-28 06:50:03.733146906,0.023856731776371435,,{'LW'},1
2024-03-28 06:50:34.303146839,2024-03-28 06:50:34.763146877,0.013777504536061809,,{'LW'},1
2024-03-28 06:50:36.305855513,2024-03-28 06:50:37.795855522,0.016657512937262534,,{'LL'},1
2024-03-28 06:50:43.253146887,2024-03-28 06:50:43.783146858,0.023646161126537286,,{'LW'},1
2024-03-28 06:50:58.843106508,2024-03-28 06:50:59.743106604,0.04968327877406958,,{'RW'},1
2024-03-28 06:51:53.417829514,2024-03-28 06:51:57.217147112,1.300394255223806,,"{'RL', 'LL', 'LW', 'RW', 'T'}",1
2024-03-28 06:52:25.057147026,2024-03-28 06:52:27.457147121,0.010307044570290542,,{'T'},1
2024-03-28 06:53:02.467829704,2024-03-28 06:53:03.597829580,0.014085558339893722,,{'RL'},1
2024-03-28 06:53:15.493146896,2024-03-28 06:53:17.093146801,0.016928454758990536,,{'LW'},1
2024-03-28 06:54:26.673146963,2024-03-28 06:54:52.497829437,11.566432997759836,41.670618551380755,"{'RL', 'LL', 'LW', 'RW', 'T'}",1
2024-03-28 06:56:53.343106508,2024-03-28 06:57:01.493106604,0.15384224911216068,,{'RW'},1
2024-03-28 06:57:55.047829390,2024-03-28 06:57:55.717829704,0.010052122327437326,,{'RL'},1
2024-03-28 06:58:11.317829609,2024-03-28 06:58:14.035855532,0.08233798944255374,,"{'RL', 'LL'}",1
2024-03-28 06:58:58.057829380,2024-03-28 06:59:00.457829714,0.09659482624214949,,"{'RL', 'T', 'LL'}",1
2024-03-28 06:59:56.657829523,2024-03-28 06:59:58.077829599,0.10104630547106494,,"{'RL', 'T', 'LL'}",1
2024-03-28 07:02:12.617829561,2024-03-28 07:02:14.037147045,0.0673802439573484,,"{'RL', 'T', 'LL'}",1
2024-03-28 07:03:16.323106289,2024-03-28 07:03:17.493106604,0.020869304832612613,,{'RW'},1
2024-03-28 07:04:41.187829494,2024-03-28 07:04:44.067147017,0.16985274768204411,,"{'RL', 'T', 'LL'}",1
2024-03-28 07:04:57.203146935,2024-03-28 07:05:26.045855522,23.52227836791252,97.80427489396303,"{'RL', 'LL', 'LW', 'RW', 'T'}",0
2024-03-28 07:06:43.293146849,2024-03-28 07:06:43.903146982,0.019196448753371766,,{'LW'},1
2024-03-28 07:08:35.903106689,2024-03-28 07:08:37.693106890,0.01691452223395046,,{'RW'},1
2024-03-28 07:09:05.243106604,2024-03-28 07:09:06.223106623,0.0724546512130748,,{'RW'},1
2024-03-28 07:27:43.587829590,2024-03-28 07:27:46.503146887,0.058572673945672955,,"{'RL', 'T', 'LL', 'LW'}",1
2024-03-28 07:29:55.947147131,2024-03-28 07:30:06.697147131,0.21189728898097304,,"{'T', 'LL', 'LW'}",1
2024-03-28 07:47:32.183106899,2024-03-28 07:47:32.543106556,0.02911600351747274,,{'RW'},1
2024-03-28 07:55:52.243146896,2024-03-28 07:56:23.137829542,10.182449307639157,,"{'RL', 'LL', 'LW', 'RW', 'T'}",0
2024-03-28 07:58:15.237829447,2024-03-28 07:58:32.147147179,7.174113021569953,,"{'RL', 'LL', 'LW', 'RW', 'T'}",0
2024-03-28 08:03:56.217829704,2024-03-28 08:03:57.317829609,0.04451024056312496,,{'RL'},1
2024-03-28 08:04:28.297829390,2024-03-28 08:04:31.773146868,0.13048818325619216,,"{'RL', 'LW'}",1
2024-03-28 08:05:13.497829437,2024-03-28 08:05:43.005855560,17.820007323318137,144.1477202641551,"{'RL', 'LL', 'LW', 'RW', 'T'}",0
2024-03-28 08:06:15.733146906,2024-03-28 08:06:17.183146954,0.020930679623564673,,{'LW'},0
2024-03-28 08:06:53.233106613,2024-03-28 08:06:54.303106308,0.034929044794845286,,{'RW'},0
2024-03-28 08:07:43.513106584,2024-03-28 08:07:44.433106899,0.045035306533502115,,{'RW'},0
2024-03-28 08:08:53.913146973,2024-03-28 08:08:54.763146877,0.026883707372926533,,{'LW'},0
2024-03-28 08:08:55.773106575,2024-03-28 08:09:06.143106699,0.10311965851266064,,{'RW'},0
2024-03-28 08:09:25.363146782,2024-03-28 08:09:37.215855598,3.4332151693287343,12.349366713243938,"{'RL', 'LL', 'LW', 'RW', 'T'}",0
2024-03-28 08:09:59.265855551,2024-03-28 08:10:05.195855618,0.06083036432427388,,{'LL'},1
2024-03-28 08:11:38.047829390,2024-03-28 08:11:40.627147198,0.08522791237781245,,"{'RL', 'T', 'RW', 'LL'}",1
2024-03-28 08:13:17.325855494,2024-03-28 08:13:19.543106556,0.2400222505624159,,"{'RL', 'RW', 'LL', 'LW'}",1
2024-03-28 08:15:01.467829704,2024-03-28 08:15:03.417147160,0.038425718816714145,,"{'RL', 'T', 'LL'}",1
2024-03-28 08:15:07.337829590,2024-03-28 08:15:07.797829390,0.012009729551651338,,{'RL'},1
2024-03-28 08:15:36.775855541,2024-03-28 08:15:37.775855541,0.01608304156240942,,{'LL'},1
2024-03-28 08:15:47.283146858,2024-03-28 08:15:48.033146858,0.021126995848078957,,{'LW'},1
2024-03-28 08:16:17.225855589,2024-03-28 08:16:17.505855560,0.010021400018083052,,{'LL'},1
2024-03-28 08:16:44.263106585,2024-03-28 08:16:44.863106489,0.01693463537695621,,{'RW'},1
2024-03-28 08:18:10.313146830,2024-03-28 08:18:33.033106564,10.939443616241638,31.196478863146808,"{'RL', 'LL', 'LW', 'RW', 'T'}",0
2024-03-28 08:18:46.997147083,2024-03-28 08:19:24.847829580,13.487814567036956,,"{'RL', 'LL', 'LW', 'RW', 'T'}",0
2024-03-28 08:19:34.517829418,2024-03-28 08:20:00.737829447,1.1510823528507177,,"{'RL', 'LL'}",0
2024-03-28 08:20:17.353146791,2024-03-28 08:20:46.267147064,19.678314388116064,160.3031775556746,"{'RL', 'LL', 'LW', 'RW', 'T'}",0
2024-03-28 08:22:02.125855684,2024-03-28 08:22:03.485855579,0.01890814334204487,,{'LL'},1
2024-03-28 08:22:17.495855570,2024-03-28 08:22:18.795855522,0.012160250957909288,,{'LL'},1
2024-03-28 08:23:35.673146963,2024-03-28 08:23:36.013146877,0.04943250116833158,,{'LW'},1
2024-03-28 08:26:06.857147217,2024-03-28 08:26:40.217147112,1.0921576853372077,,"{'RL', 'LL', 'LW', 'RW', 'T'}",1
2024-03-28 08:30:31.865855694,2024-03-28 08:30:32.685855627,0.014112902814135244,,{'LL'},1
2024-03-28 08:31:23.343106508,2024-03-28 08:31:25.533106565,0.1920116288859256,,"{'RW', 'LL'}",1
2024-03-28 08:33:12.123106480,2024-03-28 08:33:13.943106890,0.04941655654656141,,{'RW'},1
2024-03-28 08:37:50.095855713,2024-03-28 08:38:11.933146954,9.448436831435828,,"{'RL', 'LL', 'LW', 'RW', 'T'}",0
2024-03-28 08:38:24.277829409,2024-03-28 08:38:28.717147112,0.11821978247363187,,"{'RL', 'T', 'RW', 'LL'}",0
2024-03-28 08:39:04.107829571,2024-03-28 08:40:16.215855598,29.68414944129088,34.98875567400428,"{'RL', 'LL', 'LW', 'RW', 'T'}",0
2024-03-28 08:40:18.453146935,2024-03-28 08:40:18.873146772,0.01786700635970426,,{'LW'},0
2024-03-28 08:40:23.237829447,2024-03-28 08:41:00.467829704,29.21424016055385,59.501268853482756,"{'RL', 'LL', 'LW', 'RW', 'T'}",0
2024-03-28 08:42:45.067829609,2024-03-28 08:42:51.657147169,1.5877287122909802,,"{'RL', 'T', 'RW', 'LL'}",1
2024-03-28 08:43:40.353106499,2024-03-28 08:43:41.383106709,0.016180485050916057,,{'RW'},1
2024-03-28 08:43:41.615855694,2024-03-28 08:43:47.065855502,0.41268521459255686,,"{'RL', 'T', 'LL'}",1
